"","wmon","membership_start","membership_end","fmisid","station_name","station_start","sattion_end","loc_id","loc_start","loc_end","h","lon","lat","lsm","z_oro","lsm_41r2","z_oro_41r2","lpnn"
"11962",83410,1700-01-01,9999-12-31,126503,"Rondonopolis","1700-01-01 00:00:00","9999-12-31 00:00:00",27602,"1700-01-01 00:00:00","9999-12-31 00:00:00",284,-54.56666,-16.45,NA,NA,NA,NA,NA
"11963",83419,1700-01-01,9999-12-31,126504,"Anapolis (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27603,"1700-01-01 00:00:00","9999-12-31 00:00:00",1137,-48.96666,-16.23333,NA,NA,NA,NA,NA
"11964",83423,1700-01-01,9999-12-31,123439,"Goiania","1700-01-01 00:00:00","9999-12-31 00:00:00",22343,"1700-01-01 00:00:00","9999-12-31 00:00:00",741,-49.25,-16.66666,NA,NA,NA,NA,NA
"11965",83424,1700-01-01,9999-12-31,123440,"Goiania (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22344,"1700-01-01 00:00:00","9999-12-31 00:00:00",747,-49.21666,-16.63333,NA,NA,NA,NA,NA
"11966",83428,1700-01-01,9999-12-31,126505,"Unai","1700-01-01 00:00:00","9999-12-31 00:00:00",27604,"1700-01-01 00:00:00","9999-12-31 00:00:00",460,-46.55,-16.36666,NA,NA,NA,NA,NA
"11967",83436,1700-01-01,9999-12-31,126506,"Montes Claros (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27605,"1700-01-01 00:00:00","9999-12-31 00:00:00",668,-43.81666,-16.7,NA,NA,NA,NA,NA
"11968",83437,1700-01-01,9999-12-31,123441,"Montes Claros","1700-01-01 00:00:00","9999-12-31 00:00:00",22345,"1700-01-01 00:00:00","9999-12-31 00:00:00",646,-43.86666,-16.71666,NA,NA,NA,NA,NA
"11969",83441,1700-01-01,9999-12-31,123442,"Salinas","1700-01-01 00:00:00","9999-12-31 00:00:00",22346,"1700-01-01 00:00:00","9999-12-31 00:00:00",471,-42.28333,-16.18333,NA,NA,NA,NA,NA
"11970",83442,1700-01-01,9999-12-31,123443,"Aracuai","1700-01-01 00:00:00","9999-12-31 00:00:00",22347,"1700-01-01 00:00:00","9999-12-31 00:00:00",284,-42.06666,-16.86666,NA,NA,NA,NA,NA
"11971",83446,1700-01-01,9999-12-31,126507,"Guaratingueta","1700-01-01 00:00:00","9999-12-31 00:00:00",27606,"1700-01-01 00:00:00","9999-12-31 00:00:00",195,-39.55,-16.73333,NA,NA,NA,NA,NA
"11973",83460,1700-01-01,9999-12-31,126509,"Porto Seguro (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27608,"1700-01-01 00:00:00","9999-12-31 00:00:00",51,-39.06666,-16.43333,NA,NA,NA,NA,NA
"11976",83470,1700-01-01,9999-12-31,123446,"Rio Verde","1700-01-01 00:00:00","9999-12-31 00:00:00",22350,"1700-01-01 00:00:00","9999-12-31 00:00:00",727,-50.91666,-17.91666,NA,NA,NA,NA,NA
"11977",83479,1700-01-01,9999-12-31,123447,"Paracatu","1700-01-01 00:00:00","9999-12-31 00:00:00",22351,"1700-01-01 00:00:00","9999-12-31 00:00:00",711,-46.86666,-17.21666,NA,NA,NA,NA,NA
"11978",83481,1700-01-01,9999-12-31,123448,"Joao Pinheiro","1700-01-01 00:00:00","9999-12-31 00:00:00",22352,"1700-01-01 00:00:00","9999-12-31 00:00:00",760,-46.16666,-17.7,NA,NA,NA,NA,NA
"11979",83483,1700-01-01,9999-12-31,123449,"Pirapora","1700-01-01 00:00:00","9999-12-31 00:00:00",22353,"1700-01-01 00:00:00","9999-12-31 00:00:00",505,-44.95,-17.33333,NA,NA,NA,NA,NA
"11981",83488,1700-01-01,9999-12-31,123450,"Itamarandiba","1700-01-01 00:00:00","9999-12-31 00:00:00",22354,"1700-01-01 00:00:00","9999-12-31 00:00:00",1097,-42.85,-17.85,NA,NA,NA,NA,NA
"11982",83492,1700-01-01,9999-12-31,123451,"Teofilo Otoni","1700-01-01 00:00:00","9999-12-31 00:00:00",22355,"1700-01-01 00:00:00","9999-12-31 00:00:00",356,-41.51666,-17.85,NA,NA,NA,NA,NA
"11984",83498,1700-01-01,9999-12-31,123453,"Caravelas","1700-01-01 00:00:00","9999-12-31 00:00:00",22357,"1700-01-01 00:00:00","9999-12-31 00:00:00",3,-39.25,-17.73333,NA,NA,NA,NA,NA
"11985",83499,1700-01-01,9999-12-31,123454,"Abrolhos","1700-01-01 00:00:00","9999-12-31 00:00:00",22358,"1700-01-01 00:00:00","9999-12-31 00:00:00",36,-38.7,-17.96666,NA,NA,NA,NA,NA
"11988",83514,1700-01-01,9999-12-31,123456,"Capinopolis","1700-01-01 00:00:00","9999-12-31 00:00:00",22360,"1700-01-01 00:00:00","9999-12-31 00:00:00",621,-49.56666,-18.68333,NA,NA,NA,NA,NA
"11989",83521,1700-01-01,9999-12-31,126512,"Itaituba","1700-01-01 00:00:00","9999-12-31 00:00:00",27613,"1700-01-01 00:00:00","9999-12-31 00:00:00",561,-49.51666,-18.96666,NA,NA,NA,NA,NA
"11990",83522,1700-01-01,9999-12-31,123457,"Ipameri","1700-01-01 00:00:00","9999-12-31 00:00:00",22361,"1700-01-01 00:00:00","9999-12-31 00:00:00",751,-48.16666,-17.71666,NA,NA,NA,NA,NA
"11992",83525,1700-01-01,9999-12-31,126514,"Uberlandia (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27615,"1700-01-01 00:00:00","9999-12-31 00:00:00",943,-48.21666,-18.88333,NA,NA,NA,NA,NA
"11993",83526,1700-01-01,9999-12-31,123458,"Catalao","1700-01-01 00:00:00","9999-12-31 00:00:00",22362,"1700-01-01 00:00:00","9999-12-31 00:00:00",840,-47.95,-18.18333,NA,NA,NA,NA,NA
"11994",83531,1700-01-01,9999-12-31,123459,"Patos De Minas","1700-01-01 00:00:00","9999-12-31 00:00:00",22363,"1700-01-01 00:00:00","9999-12-31 00:00:00",940,-46.51666,-18.6,NA,NA,NA,NA,NA
"11997",83538,1700-01-01,9999-12-31,123461,"Diamantina","1700-01-01 00:00:00","9999-12-31 00:00:00",22365,"1700-01-01 00:00:00","9999-12-31 00:00:00",1296,-43.6,-18.25,NA,NA,NA,NA,NA
"12000",83550,1700-01-01,9999-12-31,123463,"Sao Mateus","1700-01-01 00:00:00","9999-12-31 00:00:00",22367,"1700-01-01 00:00:00","9999-12-31 00:00:00",25,-39.85,-18.7,NA,NA,NA,NA,NA
"12002",83554,1700-01-01,9999-12-31,123465,"Corumba (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22369,"1700-01-01 00:00:00","9999-12-31 00:00:00",141,-57.66666,-19,NA,NA,NA,NA,NA
"12004",83565,1700-01-01,9999-12-31,123466,"Paranaiba","1700-01-01 00:00:00","9999-12-31 00:00:00",22370,"1700-01-01 00:00:00","9999-12-31 00:00:00",331,-51.18333,-19.7,NA,NA,NA,NA,NA
"12005",83566,1700-01-01,9999-12-31,126518,"Confins (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27619,"1700-01-01 00:00:00","9999-12-31 00:00:00",827,-43.96666,-19.61666,NA,NA,NA,NA,NA
"12006",83570,1700-01-01,9999-12-31,123468,"Pompeu","1700-01-01 00:00:00","9999-12-31 00:00:00",22372,"1700-01-01 00:00:00","9999-12-31 00:00:00",691,-45,-19.21666,NA,NA,NA,NA,NA
"12009",83576,1700-01-01,9999-12-31,126520,"Uberaba (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27621,"1700-01-01 00:00:00","9999-12-31 00:00:00",808,-47.96666,-19.75,NA,NA,NA,NA,NA
"12010",83577,1700-01-01,9999-12-31,123470,"Uberaba","1700-01-01 00:00:00","9999-12-31 00:00:00",22374,"1700-01-01 00:00:00","9999-12-31 00:00:00",743,-47.91666,-19.75,NA,NA,NA,NA,NA
"12011",83579,1700-01-01,9999-12-31,123471,"Araxa","1700-01-01 00:00:00","9999-12-31 00:00:00",22375,"1700-01-01 00:00:00","9999-12-31 00:00:00",1004,-46.93333,-19.56666,NA,NA,NA,NA,NA
"12013",83582,1700-01-01,9999-12-31,123472,"Bambui","1700-01-01 00:00:00","9999-12-31 00:00:00",22376,"1700-01-01 00:00:00","9999-12-31 00:00:00",661,-45.98333,-20,NA,NA,NA,NA,NA
"12014",83583,1700-01-01,9999-12-31,123473,"Belo Horizonte (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22377,"1700-01-01 00:00:00","9999-12-31 00:00:00",785,-43.95,-19.85,NA,NA,NA,NA,NA
"12015",83586,1700-01-01,9999-12-31,123474,"Sete Lagoas","1700-01-01 00:00:00","9999-12-31 00:00:00",22378,"1700-01-01 00:00:00","9999-12-31 00:00:00",732,-44.25,-19.46666,NA,NA,NA,NA,NA
"12016",83587,1700-01-01,9999-12-31,123475,"Belo Horizonte","1700-01-01 00:00:00","9999-12-31 00:00:00",22379,"1700-01-01 00:00:00","9999-12-31 00:00:00",850,-43.93333,-19.93333,NA,NA,NA,NA,NA
"12018",83589,1700-01-01,9999-12-31,123476,"Conceicao Do Mato Dentro","1700-01-01 00:00:00","9999-12-31 00:00:00",22380,"1700-01-01 00:00:00","9999-12-31 00:00:00",675,-43.43333,-19.03333,NA,NA,NA,NA,NA
"12020",83592,1700-01-01,9999-12-31,123477,"Caratinga","1700-01-01 00:00:00","9999-12-31 00:00:00",22381,"1700-01-01 00:00:00","9999-12-31 00:00:00",609,-42.15,-19.8,NA,NA,NA,NA,NA
"12021",83595,1700-01-01,9999-12-31,123478,"Aimores","1700-01-01 00:00:00","9999-12-31 00:00:00",22382,"1700-01-01 00:00:00","9999-12-31 00:00:00",83,-41.06666,-19.48333,NA,NA,NA,NA,NA
"12024",83599,1700-01-01,9999-12-31,126525,"Moela","1700-01-01 00:00:00","9999-12-31 00:00:00",27626,"1700-01-01 00:00:00","9999-12-31 00:00:00",100,-46.26666,-24.05,NA,NA,NA,NA,NA
"12027",83612,1700-01-01,9999-12-31,123481,"Campo Grande (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22385,"1700-01-01 00:00:00","9999-12-31 00:00:00",567,-54.66666,-20.46666,NA,NA,NA,NA,NA
"12028",83616,1700-01-01,9999-12-31,126527,"Presidente Prudente (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27628,"1700-01-01 00:00:00","9999-12-31 00:00:00",449,-51.41666,-22.16666,NA,NA,NA,NA,NA
"12031",83623,1700-01-01,9999-12-31,123484,"Votuporanga","1700-01-01 00:00:00","9999-12-31 00:00:00",22388,"1700-01-01 00:00:00","9999-12-31 00:00:00",503,-49.98333,-20.41666,NA,NA,NA,NA,NA
"12033",83630,1700-01-01,9999-12-31,123485,"Franca","1700-01-01 00:00:00","9999-12-31 00:00:00",22389,"1700-01-01 00:00:00","9999-12-31 00:00:00",1026,-47.43333,-20.55,NA,NA,NA,NA,NA
"12036",83635,1700-01-01,9999-12-31,126531,"Divinopolis","1700-01-01 00:00:00","9999-12-31 00:00:00",27632,"1700-01-01 00:00:00","9999-12-31 00:00:00",789,-44.86666,-20.16666,NA,NA,NA,NA,NA
"12038",83639,1700-01-01,9999-12-31,123487,"Caparao","1700-01-01 00:00:00","9999-12-31 00:00:00",22391,"1700-01-01 00:00:00","9999-12-31 00:00:00",843,-41.86666,-20.51666,NA,NA,NA,NA,NA
"12039",83642,1700-01-01,9999-12-31,123488,"Vicosa","1700-01-01 00:00:00","9999-12-31 00:00:00",22392,"1700-01-01 00:00:00","9999-12-31 00:00:00",690,-42.85,-20.75,NA,NA,NA,NA,NA
"12042",83648,1700-01-01,9999-12-31,123490,"Vitoria","1700-01-01 00:00:00","9999-12-31 00:00:00",22394,"1700-01-01 00:00:00","9999-12-31 00:00:00",36,-40.33333,-20.31666,NA,NA,NA,NA,NA
"12043",83649,1700-01-01,9999-12-31,123491,"Vitoria (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22395,"1700-01-01 00:00:00","9999-12-31 00:00:00",4,-40.28333,-20.26666,NA,NA,NA,NA,NA
"12044",83650,1700-01-01,9999-12-31,123492,"Trindade (Ilha)","1700-01-01 00:00:00","9999-12-31 00:00:00",22396,"1700-01-01 00:00:00","9999-12-31 00:00:00",5,-29.31666,-20.5,NA,NA,NA,NA,NA
"12045",83652,1700-01-01,9999-12-31,126533,"Ribeirao Preto (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27634,"1700-01-01 00:00:00","9999-12-31 00:00:00",549,-47.76666,-21.13333,NA,NA,NA,NA,NA
"12051",83669,1700-01-01,9999-12-31,123498,"Sao Simao","1700-01-01 00:00:00","9999-12-31 00:00:00",22402,"1700-01-01 00:00:00","9999-12-31 00:00:00",617,-47.55,-21.48333,NA,NA,NA,NA,NA
"12052",83671,1700-01-01,9999-12-31,123499,"Pirassununga","1700-01-01 00:00:00","9999-12-31 00:00:00",22403,"1700-01-01 00:00:00","9999-12-31 00:00:00",597,-47.33333,-21.98333,NA,NA,NA,NA,NA
"12055",83676,1700-01-01,9999-12-31,123502,"Catanduva","1700-01-01 00:00:00","9999-12-31 00:00:00",22406,"1700-01-01 00:00:00","9999-12-31 00:00:00",536,-48.96666,-21.13333,NA,NA,NA,NA,NA
"12057",83683,1700-01-01,9999-12-31,123503,"Machado","1700-01-01 00:00:00","9999-12-31 00:00:00",22407,"1700-01-01 00:00:00","9999-12-31 00:00:00",873,-45.91666,-21.66666,NA,NA,NA,NA,NA
"12058",83687,1700-01-01,9999-12-31,123504,"Lavras","1700-01-01 00:00:00","9999-12-31 00:00:00",22408,"1700-01-01 00:00:00","9999-12-31 00:00:00",919,-45,-21.23333,NA,NA,NA,NA,NA
"12060",83689,1700-01-01,9999-12-31,123506,"Barbacena","1700-01-01 00:00:00","9999-12-31 00:00:00",22410,"1700-01-01 00:00:00","9999-12-31 00:00:00",1171,-43.76666,-21.25,NA,NA,NA,NA,NA
"12061",83692,1700-01-01,9999-12-31,123507,"Juiz De Fora","1700-01-01 00:00:00","9999-12-31 00:00:00",22411,"1700-01-01 00:00:00","9999-12-31 00:00:00",939,-43.35,-21.76666,NA,NA,NA,NA,NA
"12062",83695,1700-01-01,9999-12-31,123508,"Itaperuna","1700-01-01 00:00:00","9999-12-31 00:00:00",22412,"1700-01-01 00:00:00","9999-12-31 00:00:00",123,-41.88333,-21.2,NA,NA,NA,NA,NA
"12064",83698,1700-01-01,9999-12-31,123509,"Campos","1700-01-01 00:00:00","9999-12-31 00:00:00",22413,"1700-01-01 00:00:00","9999-12-31 00:00:00",11,-41.33333,-21.75,NA,NA,NA,NA,NA
"12065",83700,1700-01-01,9999-12-31,123510,"Sao Tome","1700-01-01 00:00:00","9999-12-31 00:00:00",22414,"1700-01-01 00:00:00","9999-12-31 00:00:00",3,-41.05,-22.05,NA,NA,NA,NA,NA
"12066",83702,1700-01-01,9999-12-31,123511,"Ponta Pora","1700-01-01 00:00:00","9999-12-31 00:00:00",22415,"1700-01-01 00:00:00","9999-12-31 00:00:00",650,-55.7,-22.53333,NA,NA,NA,NA,NA
"12069",83708,1700-01-01,9999-12-31,123514,"Guaratingueta","1700-01-01 00:00:00","9999-12-31 00:00:00",22418,"1700-01-01 00:00:00","9999-12-31 00:00:00",537,-45.2,-22.78333,NA,NA,NA,NA,NA
"12070",83714,1700-01-01,9999-12-31,123515,"Campos Do Jordao","1700-01-01 00:00:00","9999-12-31 00:00:00",22419,"1700-01-01 00:00:00","9999-12-31 00:00:00",1579,-45.58333,-22.73333,NA,NA,NA,NA,NA
"12072",83718,1700-01-01,9999-12-31,123517,"Cordeiro","1700-01-01 00:00:00","9999-12-31 00:00:00",22421,"1700-01-01 00:00:00","9999-12-31 00:00:00",485,-42.36666,-22.03333,NA,NA,NA,NA,NA
"12074",83721,1700-01-01,9999-12-31,123519,"Campinas (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22423,"1700-01-01 00:00:00","9999-12-31 00:00:00",661,-47.13333,-23,NA,NA,NA,NA,NA
"12075",83722,1700-01-01,9999-12-31,126536,"Bauru Aero","1700-01-01 00:00:00","9999-12-31 00:00:00",27637,"1700-01-01 00:00:00","9999-12-31 00:00:00",615,-49.05,-22.33333,NA,NA,NA,NA,NA
"12076",83726,1700-01-01,9999-12-31,123521,"Sao Carlos","1700-01-01 00:00:00","9999-12-31 00:00:00",22425,"1700-01-01 00:00:00","9999-12-31 00:00:00",856,-47.88333,-22.01666,NA,NA,NA,NA,NA
"12079",83736,1700-01-01,9999-12-31,123524,"Sao Lourenco","1700-01-01 00:00:00","9999-12-31 00:00:00",22428,"1700-01-01 00:00:00","9999-12-31 00:00:00",900,-45.01666,-22.1,NA,NA,NA,NA,NA
"12081",83738,1700-01-01,9999-12-31,123525,"Resende","1700-01-01 00:00:00","9999-12-31 00:00:00",22429,"1700-01-01 00:00:00","9999-12-31 00:00:00",440,-44.46666,-22.48333,NA,NA,NA,NA,NA
"12084",83743,1700-01-01,9999-12-31,123528,"Rio De Janeiro","1700-01-01 00:00:00","9999-12-31 00:00:00",22432,"1700-01-01 00:00:00","9999-12-31 00:00:00",5,-43.16666,-22.91666,NA,NA,NA,NA,NA
"12087",83746,1700-01-01,9999-12-31,123531,"Galeao","1700-01-01 00:00:00","9999-12-31 00:00:00",22435,"1700-01-01 00:00:00","9999-12-31 00:00:00",6,-43.25,-22.81666,NA,NA,NA,NA,NA
"12088",83748,1700-01-01,9999-12-31,123532,"Afonsos (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22436,"1700-01-01 00:00:00","9999-12-31 00:00:00",34,-43.38333,-22.86666,NA,NA,NA,NA,NA
"12089",83749,1700-01-01,9999-12-31,126538,"Macae (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27640,"1700-01-01 00:00:00","9999-12-31 00:00:00",2,-41.75,-22.33333,NA,NA,NA,NA,NA
"12093",83766,1700-01-01,9999-12-31,123536,"Londrina","1700-01-01 00:00:00","9999-12-31 00:00:00",22440,"1700-01-01 00:00:00","9999-12-31 00:00:00",566,-51.18333,-23.38333,NA,NA,NA,NA,NA
"12094",83767,1700-01-01,9999-12-31,123537,"Maringa","1700-01-01 00:00:00","9999-12-31 00:00:00",22441,"1700-01-01 00:00:00","9999-12-31 00:00:00",542,-51.95,-23.41666,NA,NA,NA,NA,NA
"12095",83768,1700-01-01,9999-12-31,123538,"Londrina (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22442,"1700-01-01 00:00:00","9999-12-31 00:00:00",569,-51.13333,-23.33333,NA,NA,NA,NA,NA
"12100",83778,1700-01-01,9999-12-31,126539,"Garulhos (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27642,"1700-01-01 00:00:00","9999-12-31 00:00:00",751,-46.46666,-23.43333,NA,NA,NA,NA,NA
"12101",83779,1700-01-01,9999-12-31,123543,"Marte (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22447,"1700-01-01 00:00:00","9999-12-31 00:00:00",722,-46.63333,-23.5,NA,NA,NA,NA,NA
"12102",83780,1700-01-01,9999-12-31,123544,"Sao Paulo (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22448,"1700-01-01 00:00:00","9999-12-31 00:00:00",803,-46.65,-23.61666,NA,NA,NA,NA,NA
"12103",83781,1700-01-01,9999-12-31,123545,"Sao Paulo","1700-01-01 00:00:00","9999-12-31 00:00:00",22449,"1700-01-01 00:00:00","9999-12-31 00:00:00",792,-46.61666,-23.5,NA,NA,NA,NA,NA
"12105",83783,1700-01-01,9999-12-31,123547,"Campo Mourao","1700-01-01 00:00:00","9999-12-31 00:00:00",22451,"1700-01-01 00:00:00","9999-12-31 00:00:00",616,-52.36666,-24.05,NA,NA,NA,NA,NA
"12106",83784,1700-01-01,9999-12-31,123548,"Taubate","1700-01-01 00:00:00","9999-12-31 00:00:00",22452,"1700-01-01 00:00:00","9999-12-31 00:00:00",577,-45.56666,-23.01666,NA,NA,NA,NA,NA
"12114",83811,1700-01-01,9999-12-31,123552,"Ivai","1700-01-01 00:00:00","9999-12-31 00:00:00",22456,"1700-01-01 00:00:00","9999-12-31 00:00:00",808,-50.83333,-24.4,NA,NA,NA,NA,NA
"12115",83813,1700-01-01,9999-12-31,123553,"Castro","1700-01-01 00:00:00","9999-12-31 00:00:00",22457,"1700-01-01 00:00:00","9999-12-31 00:00:00",1009,-50,-24.78333,NA,NA,NA,NA,NA
"12121",83827,1700-01-01,9999-12-31,123557,"Foz Do Iguacu (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22461,"1700-01-01 00:00:00","9999-12-31 00:00:00",180,-54.58333,-25.51666,NA,NA,NA,NA,NA
"12123",83829,1700-01-01,9999-12-31,126546,"Sao Jose Dos Campos (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27649,"1700-01-01 00:00:00","9999-12-31 00:00:00",646,-45.86666,-23.21666,NA,NA,NA,NA,NA
"12125",83836,1700-01-01,9999-12-31,123560,"Irati","1700-01-01 00:00:00","9999-12-31 00:00:00",22464,"1700-01-01 00:00:00","9999-12-31 00:00:00",837,-50.63333,-25.46666,NA,NA,NA,NA,NA
"12127",83840,1700-01-01,9999-12-31,123562,"Curitiba (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22466,"1700-01-01 00:00:00","9999-12-31 00:00:00",908,-49.16666,-25.51666,NA,NA,NA,NA,NA
"12128",83842,1700-01-01,9999-12-31,123563,"Curitiba","1700-01-01 00:00:00","9999-12-31 00:00:00",22467,"1700-01-01 00:00:00","9999-12-31 00:00:00",924,-49.26666,-25.41666,NA,NA,NA,NA,NA
"12129",83844,1700-01-01,9999-12-31,123564,"Paranagua","1700-01-01 00:00:00","9999-12-31 00:00:00",22468,"1700-01-01 00:00:00","9999-12-31 00:00:00",5,-48.51666,-25.51666,NA,NA,NA,NA,NA
"12130",83851,1700-01-01,9999-12-31,126547,"Sorocaba","1700-01-01 00:00:00","9999-12-31 00:00:00",27650,"1700-01-01 00:00:00","9999-12-31 00:00:00",645,-47.43333,-23.48333,NA,NA,NA,NA,NA
"12135",83872,1700-01-01,9999-12-31,123569,"Indaial","1700-01-01 00:00:00","9999-12-31 00:00:00",22473,"1700-01-01 00:00:00","9999-12-31 00:00:00",68,-49.21666,-26.9,NA,NA,NA,NA,NA
"12137",83881,1700-01-01,9999-12-31,123571,"Irai","1700-01-01 00:00:00","9999-12-31 00:00:00",22475,"1700-01-01 00:00:00","9999-12-31 00:00:00",247,-53.23333,-27.18333,NA,NA,NA,NA,NA
"12138",83883,1700-01-01,9999-12-31,123572,"Chapeco","1700-01-01 00:00:00","9999-12-31 00:00:00",22476,"1700-01-01 00:00:00","9999-12-31 00:00:00",679,-52.61666,-27.11666,NA,NA,NA,NA,NA
"12139",83887,1700-01-01,9999-12-31,123573,"Campos Novos","1700-01-01 00:00:00","9999-12-31 00:00:00",22477,"1700-01-01 00:00:00","9999-12-31 00:00:00",947,-51.2,-27.4,NA,NA,NA,NA,NA
"12140",83891,1700-01-01,9999-12-31,123574,"Lages","1700-01-01 00:00:00","9999-12-31 00:00:00",22478,"1700-01-01 00:00:00","9999-12-31 00:00:00",937,-50.33333,-27.81666,NA,NA,NA,NA,NA
"12142",83897,1700-01-01,9999-12-31,123576,"Florianopolis","1700-01-01 00:00:00","9999-12-31 00:00:00",22480,"1700-01-01 00:00:00","9999-12-31 00:00:00",2,-48.56666,-27.58333,NA,NA,NA,NA,NA
"12143",83899,1700-01-01,9999-12-31,123577,"Florianopolis (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22481,"1700-01-01 00:00:00","9999-12-31 00:00:00",5,-48.55,-27.66666,NA,NA,NA,NA,NA
"12144",83905,1700-01-01,9999-12-31,126549,"Joinville","1700-01-01 00:00:00","9999-12-31 00:00:00",27652,"1700-01-01 00:00:00","9999-12-31 00:00:00",4,-48.78333,-26.21666,NA,NA,NA,NA,NA
"12145",83907,1700-01-01,9999-12-31,123578,"Sao Luiz Gonzaga","1700-01-01 00:00:00","9999-12-31 00:00:00",22482,"1700-01-01 00:00:00","9999-12-31 00:00:00",245,-55.01666,-28.4,NA,NA,NA,NA,NA
"12146",83912,1700-01-01,9999-12-31,123579,"Cruz Alta","1700-01-01 00:00:00","9999-12-31 00:00:00",22483,"1700-01-01 00:00:00","9999-12-31 00:00:00",464,-53.6,-28.63333,NA,NA,NA,NA,NA
"12147",83914,1700-01-01,9999-12-31,123580,"Passo Fundo","1700-01-01 00:00:00","9999-12-31 00:00:00",22484,"1700-01-01 00:00:00","9999-12-31 00:00:00",684,-52.4,-28.25,NA,NA,NA,NA,NA
"12148",83916,1700-01-01,9999-12-31,123581,"Lagoa Vermelha","1700-01-01 00:00:00","9999-12-31 00:00:00",22485,"1700-01-01 00:00:00","9999-12-31 00:00:00",806,-51.58333,-28.41666,NA,NA,NA,NA,NA
"12150",83919,1700-01-01,9999-12-31,123583,"Bom Jesus","1700-01-01 00:00:00","9999-12-31 00:00:00",22487,"1700-01-01 00:00:00","9999-12-31 00:00:00",1048,-50.43333,-28.66666,NA,NA,NA,NA,NA
"12151",83920,1700-01-01,9999-12-31,123584,"Sao Joaquim","1700-01-01 00:00:00","9999-12-31 00:00:00",22488,"1700-01-01 00:00:00","9999-12-31 00:00:00",1402,-49.91666,-28.28333,NA,NA,NA,NA,NA
"12154",83925,1700-01-01,9999-12-31,123586,"Santa Marta","1700-01-01 00:00:00","9999-12-31 00:00:00",22490,"1700-01-01 00:00:00","9999-12-31 00:00:00",43,-48.81666,-28.6,NA,NA,NA,NA,NA
"12155",83926,1700-01-01,9999-12-31,126551,"Navegantes (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",27654,"1700-01-01 00:00:00","9999-12-31 00:00:00",5,-48.63333,-26.86666,NA,NA,NA,NA,NA
"12156",83927,1700-01-01,9999-12-31,123587,"Uruguaiana","1700-01-01 00:00:00","9999-12-31 00:00:00",22491,"1700-01-01 00:00:00","9999-12-31 00:00:00",62,-57.08333,-29.75,NA,NA,NA,NA,NA
"12157",83928,1700-01-01,9999-12-31,123588,"Uruguaiana (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22492,"1700-01-01 00:00:00","9999-12-31 00:00:00",74,-57.03333,-29.78333,NA,NA,NA,NA,NA
"12160",83936,1700-01-01,9999-12-31,123590,"Santa Maria","1700-01-01 00:00:00","9999-12-31 00:00:00",22494,"1700-01-01 00:00:00","9999-12-31 00:00:00",95,-53.7,-29.7,NA,NA,NA,NA,NA
"12161",83937,1700-01-01,9999-12-31,123591,"Santa Maria (Aero)","1700-01-01 00:00:00","9999-12-31 00:00:00",22495,"1700-01-01 00:00:00","9999-12-31 00:00:00",85,-53.7,-29.71666,NA,NA,NA,NA,NA
"12163",83942,1700-01-01,9999-12-31,123593,"Caxias Do Sul","1700-01-01 00:00:00","9999-12-31 00:00:00",22497,"1700-01-01 00:00:00","9999-12-31 00:00:00",759,-51.2,-29.16666,NA,NA,NA,NA,NA
"12165",83948,1700-01-01,9999-12-31,123594,"Torres","1700-01-01 00:00:00","9999-12-31 00:00:00",22498,"1700-01-01 00:00:00","9999-12-31 00:00:00",31,-49.73333,-29.33333,NA,NA,NA,NA,NA
"12166",83952,1700-01-01,9999-12-31,123595,"Canoas","1700-01-01 00:00:00","9999-12-31 00:00:00",22499,"1700-01-01 00:00:00","9999-12-31 00:00:00",8,-51.13333,-29.93333,NA,NA,NA,NA,NA
"12170",83964,1700-01-01,9999-12-31,123597,"Encruzilhada Do Sul","1700-01-01 00:00:00","9999-12-31 00:00:00",22501,"1700-01-01 00:00:00","9999-12-31 00:00:00",428,-52.51666,-30.53333,NA,NA,NA,NA,NA
